id;veroeffentlicht;titel;auftraggeber;ort;wert_eur;frist;cpv;score;url
481853-2026;2026-07-12T22:00:00.000Z;Deutschland – Bauarbeiten – 1H0029, Neubau 4-gruppige KITA St. Pius, Bad Neuenahr-Ahrweiler, LOS 19 Außenanlagen 2. BA;Aufbau- und Entwicklungsgesellschaft Bad Neuenahr-Ahrweiler mbH;Bad Neuenahr-Ahrweiler;;2026-08-11T12:00:00.000Z;45112710;83;https://ted.europa.eu/bg/notice/-/detail/481853-2026
483738-2026;2026-07-12T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Grundschule 43 - Landschaftsbauarbeiten;Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle;Erfurt;;2026-08-12T08:00:00.000Z;45112710;83;https://ted.europa.eu/bg/notice/-/detail/483738-2026
483561-2026;2026-07-12T22:00:00.000Z;Deutschland – Straßenpflaster- und Asphaltarbeiten – Vorinformation 10627 E9 0001 - Hochschule für Bildende Künste (HBK) Braunschweig - Ersatzneubau Ateliergebäude;Land Niedersachsen vertreten durch das Staatliche Baumanagement Niedersachsen;Braunschweig;18000000;;45112710;70;https://ted.europa.eu/bg/notice/-/detail/483561-2026
482853-2026;2026-07-12T22:00:00.000Z;Deutschland – Bauarbeiten – LK Aurich - Außenanlagen - Conerus-Schule (BBS) Norden;Landkreis Aurich - Technisches Gebäudemanagement;Aurich (Ostfriesland);;2026-07-29T09:00:00.000Z;45112710 45112700;63;https://ted.europa.eu/bg/notice/-/detail/482853-2026
483355-2026;2026-07-12T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – RVE Schreddern und Entsorgung von Grünabfällen Bezirk 4 2026-27;Umweltbetrieb Bremen;Bremen;;;77300000;68;https://ted.europa.eu/bg/notice/-/detail/483355-2026
483773-2026;2026-07-12T22:00:00.000Z;Deutschland – Gestrüppentfernungsarbeiten – Kreuzungsfreier Ausbau Frankenschnellweg, Abschnitt West: Vorabmaßnahme Fällungen;Stadt Nürnberg - Servicebetrieb Öffentlicher Raum;Nürnberg;;2026-08-04T07:00:00.000Z;77211500 77211100 77211400;68;https://ted.europa.eu/bg/notice/-/detail/483773-2026
477048-2026;2026-07-09T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Pflege von öffentlichen Grünflächen und Spielplätzen der Stadt Bernau bei Berlin;Stadt Bernau bei Berlin;Bernau bei Berlin;;2026-08-12T08:00:00.000Z;77310000;83;https://ted.europa.eu/bg/notice/-/detail/477048-2026
479239-2026;2026-07-09T22:00:00.000Z;Deutschland – Baumpflege – Verkehrssicherungsarbeiten;Landesbetrieb Forst Brandenburg - Vergabemanagement Standort Eberswalde;Eberswalde;;2026-08-07T10:00:00.000Z;77211500;68;https://ted.europa.eu/bg/notice/-/detail/479239-2026
476477-2026;2026-07-09T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Geländepflege an der Außenstelle Stuttgart des Deutschen Wetterdienstes (DWD);Deutscher Wetterdienst;Offenbach am Main;137705.5;;77300000;80;https://ted.europa.eu/bg/notice/-/detail/476477-2026
478904-2026;2026-07-09T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Landschaftspflegeleistung AWF 26 bis 28;Staatliches Bauamt Rosenheim;Rosenheim;431223.73;;77300000;80;https://ted.europa.eu/bg/notice/-/detail/478904-2026
477486-2026;2026-07-09T22:00:00.000Z;Deutschland – Pflege von Friedhofsanlagen – Dauergrabgepflegtes Grabfeld: Erweiterung Heger Friedhof Stadt Osnabrück;Stadt Osnabrück - FD Öffentliche Aufträge;Osnabrück;1301969.83;;45112714;60;https://ted.europa.eu/bg/notice/-/detail/477486-2026
477855-2026;2026-07-09T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Mahd Gebrauchsrasen 2026;Stadt Braunschweig Fachbereich Bauordnung und Zentrale Vergabestelle;Braunschweig;0;;77300000;60;https://ted.europa.eu/bg/notice/-/detail/477855-2026
473955-2026;2026-07-08T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Sanierung Adolph-Holm Kindergarten - Freianlagen 1. BA;Gemeinde Adendorf;Adendorf;;2026-08-11T09:00:00.000Z;45112710;83;https://ted.europa.eu/bg/notice/-/detail/473955-2026
474768-2026;2026-07-08T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Neubau inklusives Schulzentrum Am Ellernholzteich, Greifswald;Universitäts- und Hansestadt Greifswald, Der Oberbürgermeister;Greifswald;;2026-08-11T08:00:00.000Z;45112710 45112700 45112723;83;https://ted.europa.eu/bg/notice/-/detail/474768-2026
472544-2026;2026-07-08T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Geländepflege an der Niederlassung München des Deutschen Wetterdienstes (DWD);Deutscher Wetterdienst;Offenbach am Main;;;77300000;68;https://ted.europa.eu/bg/notice/-/detail/472544-2026
472883-2026;2026-07-08T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Geländepflege an der Niederlassung Oberschleißheim des Deutschen Wetterdienstes (DWD);Deutscher Wetterdienst;Offenbach am Main;;;77300000;68;https://ted.europa.eu/bg/notice/-/detail/472883-2026
475247-2026;2026-07-08T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Grün- und Außenanlagenpflege, Winterdienst, Hausmeisterleistungen 7 Objekte aufgeteilt in 2 Lose;Land Hessen, vertreten durch das Hessische Competence Center -Beschaffungen-;Wiesbaden;;;77310000 77300000;68;https://ted.europa.eu/bg/notice/-/detail/475247-2026
473888-2026;2026-07-08T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Parkanlagen – Neue Störschleife - Los 1: Wasserbau, Garten- und Landschaftsbau;Stadt Itzehoe;Itzehoe;;2026-08-31T08:00:00.000Z;45112711;63;https://ted.europa.eu/bg/notice/-/detail/473888-2026
472576-2026;2026-07-08T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Gartenanlagen – Pflasterarbeiten;Bezirk Schwaben;86152;0.01;;45112712;40;https://ted.europa.eu/bg/notice/-/detail/472576-2026
469384-2026;2026-07-07T22:00:00.000Z;Deutschland – Baumpflege – Verkehrssicherungsarbeiten;Landesbetrieb Forst Brandenburg - Vergabemanagement Standort Eberswalde;Eberswalde;;2026-08-07T10:00:00.000Z;77211500;68;https://ted.europa.eu/bg/notice/-/detail/469384-2026
470789-2026;2026-07-07T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – 5.003.1 Freianlagen;Landratsamt Oberallgäu;Sonthofen;;2026-08-13T08:00:00.000Z;45112710;83;https://ted.europa.eu/bg/notice/-/detail/470789-2026
471485-2026;2026-07-07T22:00:00.000Z;Deutschland – Baustelleneinrichtung – Johannes-Keppler-Gymnasium - Landschaftsbauarbeiten - vorbereitende Maßnahmen 1-3;Stadt Garbsen Fachbereich 3 Abteilung 30 Zentrale Vergabestelle;Garbsen;;2026-08-12T06:00:00.000Z;45112710 45112700 45112723;83;https://ted.europa.eu/bg/notice/-/detail/471485-2026
468262-2026;2026-07-07T22:00:00.000Z;Deutschland – Fensterreinigung – BLB /Z /NL Aachen/Infrastrukturelle Gebäudedienstleistungen/Lose 2 und 6_100-26-00036;Bau- und Liegenschaftsbetrieb NRW Zentrale;Düsseldorf;1224349.05;;77314000;80;https://ted.europa.eu/bg/notice/-/detail/468262-2026
469943-2026;2026-07-07T22:00:00.000Z;Deutschland – Baum- und Heckenschnitt – SV-LEL-260703-003 - Ausschneidearbeiten im 1kV-Freileitungsnetz;SWM Infrastruktur GmbH & Co. KG;München;;2026-08-06T08:00:00.000Z;77340000;68;https://ted.europa.eu/bg/notice/-/detail/469943-2026
470918-2026;2026-07-07T22:00:00.000Z;Deutschland – Baumpflege – Stadt Königs Wusterhausen, Rahmenvereinbarung Baumpflege-/Baumfällmaßnahme in den Ortsteilen Zernsdorf und Kablow;Stadt Königs Wusterhausen, Dezernat Bildung und digitale Verwaltung, Amt Verwaltungsmanagement, Sachgebiet Vergabe- und Vertragsmanagement;Königs Wusterhausen;;2026-08-06T07:00:00.000Z;77211500 77211400;68;https://ted.europa.eu/bg/notice/-/detail/470918-2026
470754-2026;2026-07-07T22:00:00.000Z;Deutschland – Baumpflege – Baumwässerung 2026 im Stadtgebiet Nürnberg;Stadt Nürnberg - Servicebetrieb Öffentlicher Raum;Nürnberg;809.13;;77211500 77310000;60;https://ted.europa.eu/bg/notice/-/detail/470754-2026
468532-2026;2026-07-07T22:00:00.000Z;Deutschland – Abbrucharbeiten, Baureifmachung und Abräumung – NSW_503_Mauersanierung;Marzona Stiftung - Neue Saalecker Werkstätten;Naumburg OT Saaleck;;;45112712;48;https://ted.europa.eu/bg/notice/-/detail/468532-2026
465380-2026;2026-07-06T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Straßen- und Tiefbauarbeiten - Landschaftsgärtnerische Arbeiten;Bezirksamt Spandau von Berlin;Berlin;565460.6;;45112710;80;https://ted.europa.eu/bg/notice/-/detail/465380-2026
465332-2026;2026-07-06T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Trassenpflege 110kV Freileitungen;Hamburger Energienetze GmbH;Hamburg;3255000;2026-07-20T10:00:00.000Z;77300000;75;https://ted.europa.eu/bg/notice/-/detail/465332-2026
465079-2026;2026-07-06T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Grünpflege LWL-Freilichtmuseum Detmold;LWL-Museum Hellerlecht;Detmold;;2026-08-04T09:00:00.000Z;77300000 77340000;68;https://ted.europa.eu/bg/notice/-/detail/465079-2026
465116-2026;2026-07-06T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Pflege Straßenbegleitgrün BV 2 für die Jahre 2027-2031;Stadt Mülheim an der Ruhr;Mülheim an der Ruhr;;2026-08-05T07:00:00.000Z;77310000 77300000;68;https://ted.europa.eu/bg/notice/-/detail/465116-2026
465156-2026;2026-07-06T22:00:00.000Z;Deutschland – Rodung – Rahmenvertrag Gehölzpflegemaßnahmen im FB II.2;RVR Ruhr Grün;Essen;;2026-08-06T09:00:00.000Z;77211500 77211300 77211400;68;https://ted.europa.eu/bg/notice/-/detail/465156-2026
466845-2026;2026-07-06T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Gärtnerische Pflegearbeiten an der Universität Duisburg Essen und Außenliegenschaften;Universität Duisburg-Essen;Duisburg;;;77310000 77314000 77340000;68;https://ted.europa.eu/bg/notice/-/detail/466845-2026
460668-2026;2026-07-05T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Offenes Verfahren (EU-weit) Grünpflegearbeiten in 4 Losen für Bundesliegenschaften in Thüringen – Erfurt, Bad Salzungen, Suhl, Direktion Erfurt - VOEK 527-25;Bundesanstalt für Immobilienaufgaben;Bonn;;2026-08-20T07:00:00.000Z;77310000 77314000 77342000;83;https://ted.europa.eu/bg/notice/-/detail/460668-2026
461163-2026;2026-07-05T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Freiflächenpflege und -instandsetzung in Wohnanlagen der Zusatzversorgungskasse der Stadt Hannover;Landeshauptstadt Hannover - Zusatzversorgungskasse;Hannover;1300000;2026-08-05T07:00:00.000Z;77300000;80;https://ted.europa.eu/bg/notice/-/detail/461163-2026
461597-2026;2026-07-05T22:00:00.000Z;Deutschland – Fundamentierungsarbeiten – Neubau Feuerwehrgerätehaus FFw Schwaan;Zentrale Vergabestelle Stadt und Amt Schwaan;Schwaan;1516942;2026-08-02T21:59:00.000Z;45112710 45112700;80;https://ted.europa.eu/bg/notice/-/detail/461597-2026
463353-2026;2026-07-05T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Rahmenvereinbarung zur Pflege und Instandhaltung von Pflanz- und anderen Außenflächen der Liegenschaften der TH Köln (2026-2030);Technische Hochschule Köln;Köln;921661;2026-08-04T10:00:00.000Z;77300000;80;https://ted.europa.eu/bg/notice/-/detail/463353-2026
464447-2026;2026-07-05T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Pflanzenüberlassung und Pflanzenpflege PREVIER 2025-13a;Berufsgenossenschaft für Gesundheitsdienst und Wohlfahrtspflege (BGW);Hamburg;138003;;77310000;80;https://ted.europa.eu/bg/notice/-/detail/464447-2026
464749-2026;2026-07-05T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Erweiterung Waldschule, Garten- und Landschaftsbau;Stadt Walldorf;Walldorf;3352455.61;;45112710;80;https://ted.europa.eu/bg/notice/-/detail/464749-2026
460757-2026;2026-07-05T22:00:00.000Z;"Deutschland – Bau von Laborgebäuden – LAVES Haus 1 Braunschweig; Ersatzneubau";Land Niedersachsen vertreten durch das Staatliche Baumanagement Niedersachsen;Hannover;;;45112710;68;https://ted.europa.eu/bg/notice/-/detail/460757-2026
461314-2026;2026-07-05T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Rahmenvereinbarung GaLaBau 2026-2029_Bezirk OST;Stadt Frankfurt am Main, Grünflächenamt;Frankfurt am Main;;2026-08-04T07:00:00.000Z;45112710 45112730 45112700;68;https://ted.europa.eu/bg/notice/-/detail/461314-2026
461653-2026;2026-07-05T22:00:00.000Z;Deutschland – Gestrüppentfernungsarbeiten – Kreuzungsfreier Ausbau Frankenschnellweg, Abschnitt West: Vorabmaßnahme Fällungen;Stadt Nürnberg - Servicebetrieb Öffentlicher Raum;Nürnberg;;2026-08-04T07:00:00.000Z;77211500 77211100 77211400;68;https://ted.europa.eu/bg/notice/-/detail/461653-2026
462174-2026;2026-07-05T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Arbeiten – Sanierung und Erweiterung der Karl-Brauckmann-Schule: Außenanlagen;Kreis Unna - Der Landrat;Unna;;;45112710 45112700;68;https://ted.europa.eu/bg/notice/-/detail/462174-2026
462386-2026;2026-07-05T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Bahnstadt - Pflege der Ausgleichs- und Ersatzmaßnahmen 2026-27 in drei Losen;Stadt Heidelberg, Landschafts- und Forstamt;Heidelberg;;2026-08-04T08:00:00.000Z;77300000;68;https://ted.europa.eu/bg/notice/-/detail/462386-2026
463480-2026;2026-07-05T22:00:00.000Z;Deutschland – Pflege von Parkanlagen – Laubbeseitigung 2026-2027;Stadt Frankfurt am Main, Grünflächenamt;Frankfurt am Main;;2026-08-04T10:00:00.000Z;77313000 77310000;68;https://ted.europa.eu/bg/notice/-/detail/463480-2026
464289-2026;2026-07-05T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Technisches Rathaus - Außenanlagen;Landeshauptstadt Erfurt, Stadtverwaltung, Stadtkämmerei-Verdingungsstelle;Erfurt;;2026-08-04T07:30:00.000Z;45112710;68;https://ted.europa.eu/bg/notice/-/detail/464289-2026
461768-2026;2026-07-05T22:00:00.000Z;Deutschland – Bau von Fußwegen – Bau von Wegen und Wasserläufen im Talraum des Stadtgrabens in 78628 Rottweil;Landesgartenschau Rottweil 2028 gGmbH;Rottweil;;2026-08-04T08:00:00.000Z;45112711;48;https://ted.europa.eu/bg/notice/-/detail/461768-2026
458536-2026;2026-07-02T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Landschaftsbauarbeiten 1;Staatliches Bauamt München 2;München;495067;;45112710;80;https://ted.europa.eu/bg/notice/-/detail/458536-2026
458770-2026;2026-07-02T22:00:00.000Z;Deutschland – Bauarbeiten für Schwimmbäder – Tief- und Landschaftsbauarbeiten / Regionalbad Anbau;Zweckverband Regionalbad Bingen-Ingelheim;Bingen am Rhein;521968.48;;77310000;80;https://ted.europa.eu/bg/notice/-/detail/458770-2026
459013-2026;2026-07-02T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Grünpflege;Stadt Willich, Der Bürgermeister;Willich;569553.98;;77300000;80;https://ted.europa.eu/bg/notice/-/detail/459013-2026
457196-2026;2026-07-02T22:00:00.000Z;Deutschland – Grundstückspflege – Grünanlagenpflege in Umspannwerken (5 Lose);SachsenEnergie AG;Dresden;;;77314000 77312000 77342000 77341000 77312100;68;https://ted.europa.eu/bg/notice/-/detail/457196-2026
459395-2026;2026-07-02T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Arbeiten – GaLaBauarbeiten;Sprinkenhof GmbH;Hamburg;12611340;2026-07-21T11:00:00.000Z;45112700 45112712;45;https://ted.europa.eu/bg/notice/-/detail/459395-2026
453965-2026;2026-07-01T22:00:00.000Z;Deutschland – Baumpflege – Vergabe der Baumpflege in der Gemeinde Stuhr 2026-2027;Gemeinde Stuhr;Stuhr;376000;2026-08-05T07:00:00.000Z;77211500;80;https://ted.europa.eu/bg/notice/-/detail/453965-2026
454076-2026;2026-07-01T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Los 25 LT02 Außenanlagen / Förderschule Eisleben;Landkreis Mansfeld-Südharz;Sangerhausen;;;45112710;68;https://ted.europa.eu/bg/notice/-/detail/454076-2026
456318-2026;2026-07-01T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Arbeiten – Polder Bellenkopf/Rappenwört VP906b: Landschaftsbauarbeiten 2.BA;Land Baden-Württemberg, vertreten durch das Regierungspräsidium Karlsruhe - Referat 53.2;Karlsruhe;;2026-07-29T09:00:00.000Z;45112710 45112700;63;https://ted.europa.eu/bg/notice/-/detail/456318-2026
456364-2026;2026-07-01T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Benediktinerabtei Niederalteich_Instandsetzung u. Umbau ehem. Fassboden_5010-01 Außenanlagen;Gemeinde Niederalteich;Niederalteich;;2026-08-05T08:00:00.000Z;45112710;68;https://ted.europa.eu/bg/notice/-/detail/456364-2026
456469-2026;2026-07-01T22:00:00.000Z;Deutschland – Pflege von Parkanlagen – Laubbeseitigung 2026-2027;Stadt Frankfurt am Main, Grünflächenamt;Frankfurt am Main;;2026-08-04T10:00:00.000Z;77313000 77310000;68;https://ted.europa.eu/bg/notice/-/detail/456469-2026
455107-2026;2026-07-01T22:00:00.000Z;Deutschland – Fällen von Bäumen – Rahmenvereinbarung zur Baumpflege auf städtischen Liegenschaften der Stadt Hamm;Stadt Hamm, Bauverwaltungsamt, Zentrales Beschaffungsmanagement;Hamm;;2026-07-08T04:00:00.000Z;77211500 77211400;63;https://ted.europa.eu/bg/notice/-/detail/455107-2026
455968-2026;2026-07-01T22:00:00.000Z;"Deutschland – Dachabdichtungs- und -dämmarbeiten – Neubau Schule und Freianlagen ""Hand in Hand"", mit dem sonderpädagogischen Schwerpunkt ""geistige Entwicklung"" - Los 08 Dachabdichtungs-/Dachklempnerarbeiten";Landkreis Oberspreewald-Lausitz;Senftenberg;1060599.21;;45112713;60;https://ted.europa.eu/bg/notice/-/detail/455968-2026
449776-2026;2026-06-30T22:00:00.000Z;Deutschland – Baumpflege – RV Baumpflege im Stadtgebiet Dresden 2026 - 2030;Landeshauptstadt Dresden, GB Umwelt und Klima, Recht und Ordnung, Amt f. Stadtgrün u. Abfallwirtschaft;Dresden;;;77211500 77313000 77211400 77341000 77211300;68;https://ted.europa.eu/bg/notice/-/detail/449776-2026
450998-2026;2026-06-30T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Freianlagen Kurpark Königstein im Taunus;Magistrat der Stadt Königstein im Taunus;Königstein im Taunus;;2026-07-23T08:00:00.000Z;45112710 45112711;63;https://ted.europa.eu/bg/notice/-/detail/450998-2026
451360-2026;2026-06-30T22:00:00.000Z;Deutschland – Dachabdichtungs- und -dämmarbeiten – Dachabdichtung, - begrünung;Stadt Erlangen - Zentrale Vergabestelle;Erlangen;383515.85;;45112713;60;https://ted.europa.eu/bg/notice/-/detail/451360-2026
451318-2026;2026-06-30T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Arbeiten – FIB - Neubau 3-grp. Hort, 1-fach Sporthalle und Fachraumerweiterung Grundschule - Landschaftsbauarbeiten Dacheingrünung;Stadt Nürnberg vertreten durch WBG KOMMUNAL GmbH;Nürnberg;;2026-08-03T07:10:00.000Z;45112700 45112713;48;https://ted.europa.eu/bg/notice/-/detail/451318-2026
452293-2026;2026-06-30T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Arbeiten – 301_2-501 RBB Neugestaltung Tribünenanlage am Baldeneysee in Essen - hier: GaLaBauarbeiten;Sport- und Bäderbetriebe Essen, Verfahrensbegleitung durch die GVE Grundstücksverwaltung Stadt Essen GmbH;Essen;;2026-07-30T08:00:00.000Z;45112700 45112720 77314100;48;https://ted.europa.eu/bg/notice/-/detail/452293-2026
446209-2026;2026-06-29T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Gärtnerische Pflegearbeiten für die Flächenbezirke der Landeshauptstadt Saarbrücken;Landeshauptstadt Saarbrücken, , Amt für Stadtgrün und Friedhöfe;Saarbrücken;596607.54;;77310000;80;https://ted.europa.eu/bg/notice/-/detail/446209-2026
448932-2026;2026-06-29T22:00:00.000Z;Deutschland – Bauarbeiten für Entwässerungsanlagen – 216_6-500 HBB Neubau Hallenbad Essen-Borbeck hier: Außenanlagen;Stadt Essen, vertreten durch die GVE Grundstücksverwaltung Stadt Essen GmbH;Essen;1369961.98;;77310000 45112700 45112720 77314100;80;https://ted.europa.eu/bg/notice/-/detail/448932-2026
446405-2026;2026-06-29T22:00:00.000Z;Deutschland – Dienstleistungen im Gartenbau – Bewässerung von Bäumen und Stauden in Remscheid;Stadt Remscheid, Fachdienst Recht und Vergabe, Abteilung Zentrale Vergabestelle;Remscheid;;;77300000;68;https://ted.europa.eu/bg/notice/-/detail/446405-2026
448140-2026;2026-06-29T22:00:00.000Z;Deutschland – Anpflanzungs- und Pflegearbeiten an Grünflächen – Durchführung von Grünlandpflegearbeiten an Schulen des Landkreises Sächsische Schweiz-Osterzgebirge;Landkreis Sächsische Schweiz-Osterzgebirge;Pirna;;;77310000;68;https://ted.europa.eu/bg/notice/-/detail/448140-2026
446124-2026;2026-06-29T22:00:00.000Z;Deutschland – Bau von Konstruktionen und baulichen Anlagen – Nationales Hockey-Trainingszentrum Kaltlufthalle - Hallenbauwerk - VE3-03;EWMG – Entwicklungsgesellschaft der Stadt Mönchengladbach mbH;Mönchengladbach;;2026-08-03T09:00:00.000Z;45112713;48;https://ted.europa.eu/bg/notice/-/detail/446124-2026
446707-2026;2026-06-29T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Gartenanlagen – Generalinstandsetzung Landschaftsbau;Staatliches Bauamt Bamberg;Bamberg;;2026-08-04T06:30:00.000Z;45112712;48;https://ted.europa.eu/bg/notice/-/detail/446707-2026
445459-2026;2026-06-28T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – Gymnasium Johanneum - Außenanlagen 1+2.BA.;Hansestadt Lüneburg;Lüneburg;2955000;2026-07-28T07:15:00.000Z;45112710;80;https://ted.europa.eu/bg/notice/-/detail/445459-2026
442435-2026;2026-06-28T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – 500.05 Freianlagen Haltoner Str.;Senatsverwaltung für Stadtentwicklung, Bauen und Wohnen, V M 1 - Vergabestelle für den Öffentlichen Hochbau;Berlin;;2026-08-03T09:30:00.000Z;45112710;68;https://ted.europa.eu/bg/notice/-/detail/442435-2026
443222-2026;2026-06-28T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Arbeiten – Rodungsarbeiten IQREK;Rhein-Erft-Kreis;Bergheim;;2026-07-28T08:00:00.000Z;45112710 45112700;68;https://ted.europa.eu/bg/notice/-/detail/443222-2026
444010-2026;2026-06-28T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Dachbegrünungen – Kreishaus Osnabrück / Umfassende Gebäudesanierung und Modernisierung (1. BA) - Außenanlagen (VE 1.501);Landkreis Osnabrück - Abt. 13.3 Zentrale Vergabestelle;Osnabrück;;2026-07-28T10:00:00.000Z;45112710 45112713;68;https://ted.europa.eu/bg/notice/-/detail/444010-2026
444843-2026;2026-06-28T22:00:00.000Z;Deutschland – Baumpflege – Baumkontrolle zur Überprüfung der Verkehrssicherheit;Stiftung Naturschutz Schleswig-Holstein;Molfsee;;2026-07-28T09:00:00.000Z;77211500;68;https://ted.europa.eu/bg/notice/-/detail/444843-2026
442549-2026;2026-06-28T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Grünanlagen – BKE, Erweiterungsbau - Landschaftsbauarbeiten nach DIN 18 320 - Vergabe 2567/2025;Bundesamt für Bauwesen und Raumordnung, in Vertretung für die Bundesrepublik Deutschland;Berlin;;2026-07-14T09:00:00.000Z;45112710;63;https://ted.europa.eu/bg/notice/-/detail/442549-2026
444839-2026;2026-06-28T22:00:00.000Z;Deutschland – Landschaftsgärtnerische Bauleistungen für Gartenanlagen – KTLH - Kita Ludwigshöhviertel / Garten-und Landschaftsbauarbeiten;Wissenschaftsstadt Darmstadt vertr. durch Darmstädter Stadtentwicklungs GmbH & Co.KG (DSE);Darmstadt;479016.55;;45112712;60;https://ted.europa.eu/bg/notice/-/detail/444839-2026
445109-2026;2026-06-28T22:00:00.000Z;Deutschland – Bauarbeiten – Haus B VE 501 Außenanlagen;Studierendenwerk Thüringen;Jena;360000;2026-07-31T08:00:00.000Z;45112712 45112700;60;https://ted.europa.eu/bg/notice/-/detail/445109-2026
