id;veroeffentlicht;titel;auftraggeber;ort;wert_eur;frist;cpv;score;url
434879-2026;;"Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Gebäudereinigungsleistungen Zentrale Ausländerbehörde (ZAB); Gesundheitsstrecke";Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Zentrale, Zentralstelle Vergabe- und Vertragsmanagement;Dresden;;2026-07-30T07:00:00.000Z;90911000;68;https://ted.europa.eu/bg/notice/-/detail/434879-2026
435138-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung Neubau FM Detmold;LWL-Freilichtmuseum Detmold;Detmold;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/435138-2026
435162-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung für das Jobcenter Köln ab 10/26;Jobcenter Köln;Köln;;2026-07-27T10:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/435162-2026
435203-2026;;Deutschland – Fensterreinigung – Gebäudereinigung - Montabaur;Verbandsgemeinde Montabaur;Montabaur;;2026-07-30T08:00:00.000Z;90911300 90911000 90911200;68;https://ted.europa.eu/bg/notice/-/detail/435203-2026
435411-2026;;Deutschland – Bauarbeiten – Sanierung Freibad Stockheide, Bauendreinigung;Vergabe und Beschaffungszentrum Dortmund;Dortmund;;2026-08-03T18:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/435411-2026
435636-2026;;Deutschland – Reinigungsdienste – Unterhalts- und Glasreinigung Ankerdependance Garmisch-Partenkirchen, Abrams Kaserne;Regierung von Oberbayern;München;;2026-07-28T08:00:00.000Z;90910000 90911300;68;https://ted.europa.eu/bg/notice/-/detail/435636-2026
436160-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigung für Neubau Realschule Osterhofen;Landkreis Deggendorf;Deggendorf;;2026-07-30T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/436160-2026
436307-2026;;Deutschland – Reinigung von Unterkünften – Interimsvergabe Unterhalts- und Gästehausreinigung;Deutsches Elektronen-Synchrotron DESY;Hamburg;;;90911100;68;https://ted.europa.eu/bg/notice/-/detail/436307-2026
436672-2026;;Deutschland – Gebäudereinigung – Reinigung an diversen kommunalen Gebäuden der Stadt Esslingen am Neckar;Stadt Esslingen am Neckar, Städtische Gebäude, Baurechtsamt, Vergabestelle;Esslingen am Neckar;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/436672-2026
437446-2026;;Deutschland – Reinigung von Schulen – Gebäudereinigung in diversen Objekten der Gemeinde Stuhr;Gemeinde Stuhr;Stuhr;;2026-07-29T08:00:00.000Z;90911300 90911200 90919300;68;https://ted.europa.eu/bg/notice/-/detail/437446-2026
437455-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung in div. Schulcontainern;Stadt Bottrop;Bottrop;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/437455-2026
438373-2026;;Deutschland – Reinigungsdienste – Vertretungsreinigungen in städtischen Objekten - Vertretungsreinigung;Gebäudemanagementbetrieb der Landeshauptstadt Saarbrücken - GMS;Saarbrücken;;;90910000;68;https://ted.europa.eu/bg/notice/-/detail/438373-2026
438584-2026;;Deutschland – Gebäudereinigung – UHR Boehleschule + Turnhalle;Stadt Frankfurt am Main, Amt für Bau und Immobilien;Frankfurt am Main;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/438584-2026
438973-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung;Stiftung Topographie des Terrros;Berlin;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/438973-2026
439666-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung Gebäude, Fensterreinigung, Unterhaltsreinigung Großgaragen;Gewobag Wohnungsbau-Aktiengesellschaft Berlin;Berlin;;2026-07-27T10:00:00.000Z;90911200 90911300 90914000;68;https://ted.europa.eu/bg/notice/-/detail/439666-2026
439724-2026;;Deutschland – Reinigungsdienste – Reinigungsdienstleistungen DG Heilbronner Straße;DRV Bund Einkaufsmanagement;Berlin;;;90910000;68;https://ted.europa.eu/bg/notice/-/detail/439724-2026
439732-2026;;Deutschland – Reinigungs- und Hygienedienste – Glasreinigung;Universitätsklinikum Düsseldorf;Düsseldorf;;;90911300 90911200;68;https://ted.europa.eu/bg/notice/-/detail/439732-2026
439786-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigung im Rathaus 2, Friedrich-Ebert-Straße 160, 34119 Kassel;Magistrat der Stadt Kassel;Kassel;;2026-07-30T07:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/439786-2026
440441-2026;;Deutschland – Gebäudereinigung – Rahmenvereinbarung für die Vergabe von Gebäudeinnenreinigungsleistungen im Polizeiauftrag der Kreispolizeibehörde Unna;Kreispolizeibehörde Unna;Unna;;2026-07-28T10:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/440441-2026
440493-2026;;Deutschland – Reinigungs- und Hygienedienste – Unterhalts- und Glasreinigung für das Bundesarchiv in Berlin Lichterfelde;Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI;Bonn;;2026-07-27T09:30:00.000Z;90910000 90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/440493-2026
440745-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigungsdienstleistungen;Landkreis Aschaffenburg - A5 Kreishochbauverwaltung;Aschaffenburg;;2026-07-27T09:00:00.000Z;90910000;68;https://ted.europa.eu/bg/notice/-/detail/440745-2026
440765-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung ab 01.09.2026 im Objekt Benrodestraße;Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle;Düsseldorf;;2026-07-27T09:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/440765-2026
440795-2026;;Deutschland – Reinigungsdienste – Unterhaltsreinigung ab 01.10.2026 in 4 Losen;Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle;Düsseldorf;;2026-07-27T08:30:00.000Z;90910000 90911200;68;https://ted.europa.eu/bg/notice/-/detail/440795-2026
441408-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung kommunale Objekte in Neuenhagen bei Berlin;Gemeindeverwaltung Neuenhagen bei Berlin;Neuenhagen bei Berlin;;2026-07-28T10:00:00.000Z;90911200 90919000;68;https://ted.europa.eu/bg/notice/-/detail/441408-2026
441415-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigung für Neubau Realschule Osterhofen;Landkreis Deggendorf;Deggendorf;;2026-07-30T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/441415-2026
441725-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Gebäudeunterhaltsreinigung im JKI Quedlinburg;Julius Kühn-Institut (JKI);Quedlinburg;;2026-07-27T10:00:00.000Z;90911000;68;https://ted.europa.eu/bg/notice/-/detail/441725-2026
441739-2026;;Deutschland – Reinigung von Abwässerkanälen – Reinigung unter den Bahnsteigen auf den Bahnhöfen der U8 - in 3 Losen;Berliner Verkehrsbetriebe, Bereich Einkauf/ Materialwirtschaft;Berlin;;2026-07-27T06:00:00.000Z;90911200 90910000;68;https://ted.europa.eu/bg/notice/-/detail/441739-2026
442059-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigung an 18 Schulen des Regionalverbandes Saarbrücken (4 Lose);Regionalverband Saarbrücken;Saarbrücken;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/442059-2026
442156-2026;;Deutschland – Gebäudereinigung – LK - Schule am Kanstein (inkl. Sporthalle) u. KatS-Zentrum Marienau - Gebäudereinigungsdienstleistungen;Landkreis Hameln-Pyrmont;Hameln;;2026-08-04T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/442156-2026
442532-2026;;Deutschland – Reinigungsdienste – Gebäudereinigung Anmietung ehem. Kaufhaus Schocken - SIB, Niederlassung Zwickau;Staatsbetrieb Sächsisches Immobilien- und Baumanagement, Zentrale, Zentralstelle Vergabe- und Vertragsmanagement;Dresden;;2026-07-29T07:00:00.000Z;90910000;68;https://ted.europa.eu/bg/notice/-/detail/442532-2026
442736-2026;;Deutschland – Fensterreinigung – Schulen und Verwaltungsgebäude des Werra-Meißner-Kreises_Glas- und Rahmenreinigung;Werra-Meißner-Kreis, Der Kreisausschuss;Eschwege;;;90911300;68;https://ted.europa.eu/bg/notice/-/detail/442736-2026
443331-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung im Rathaus Neukölln;Bezirksamt Neukölln von Berlin;Berlin;;2026-07-30T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/443331-2026
443780-2026;;Deutschland – Reinigungsdienste – Unterhalts- und Glasreinigung in Gebäuden der Stadt Müncheberg;Stadt Müncheberg;Müncheberg;;2026-07-28T07:00:00.000Z;90910000 90911000;68;https://ted.europa.eu/bg/notice/-/detail/443780-2026
444212-2026;;Deutschland – Gebäudereinigung – Technisches Rathaus Mannheim;Stadt Mannheim - Fachbereich Bau- und Immobilienmanagement;Mannheim;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/444212-2026
444530-2026;;Deutschland – Reinigungsdienste – Reinigung von Parkscheinautomaten;Stadt Leipzig;Leipzig;;2026-07-28T07:00:00.000Z;90910000;68;https://ted.europa.eu/bg/notice/-/detail/444530-2026
444613-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Gebäudereinigung Hauptfeuerwache;Stadt Leipzig;Leipzig;;;90911000 90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/444613-2026
444718-2026;;Deutschland – Gebäudereinigung – Reinigungsdienstleistung der Bädergesellschaft Düsseldorf mbH;Bädergesellschaft Düsseldorf mbH;Düsseldorf;;2026-07-27T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/444718-2026
445903-2026;;Deutschland – Gebäudereinigung – 6003021338-Unterhaltsreinigung Hauptfeldwebel-Lagenstein Kaserne;Bundeswehr-Dienstleistungszentrum Hannover;Hannover;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/445903-2026
447840-2026;;Deutschland – Reinigungsdienste – PWC-Reinigung AM Erkner 2026-2028;Die Autobahn GmbH des Bundes - NL Nordost;Hohen Neuendorf OT Stolpe;;;90910000;68;https://ted.europa.eu/bg/notice/-/detail/447840-2026
448425-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung der Etagen E, 1 und 2 im UBFT;Universitätsklinikum Aachen AöR;Aachen;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/448425-2026
448622-2026;;Deutschland – Gebäudereinigung – Reinigungsdienstleistung im Objekt Lingnerallee 3, 01069 Dresden;Landeshauptstadt Dresden, GB Umwelt und Klima, Recht und Ordnung, RB Zentrale Technische Dienstleistungen;Dresden;;2026-07-30T13:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/448622-2026
448655-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung Grundschule Am Sonnenberg;Stadt Salzgitter;Salzgitter;;2026-08-03T07:30:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/448655-2026
448731-2026;;Deutschland – Gebäudereinigung – Reinigung der öffentlichen WC-Anlagen der Stadt Mölln;Stadt Mölln - Der Bürgermeister;Mölln;;2026-07-31T09:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/448731-2026
450705-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung (LOS 1) und Fenster- u. Glasreinigung (LOS 2) eines Verwaltungsgebäudes der VBG - Bezirksverwaltung Berlin;Verwaltungs-Berufsgenossenschaft (VBG) - Hauptverwaltung Hamburg;Hamburg;;2026-07-31T08:00:00.000Z;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/450705-2026
452138-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Glasreinigung Flughafen Köln/Bonn;Generalzolldirektion Zentrale Beschaffungsstelle der Bundesfinanzverwaltung;Freiburg;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/452138-2026
452376-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Unterhalts- und Grundreinigung von Schulen im Landkreis Gotha;Landkreis Gotha, vertreten durch den Landrat;Gotha;;;90911000 90911200 90919000;68;https://ted.europa.eu/bg/notice/-/detail/452376-2026
452771-2026;;Deutschland – Gebäudereinigung – Reinigungsdienstleistung der Bädergesellschaft Düsseldorf mbH;Bädergesellschaft Düsseldorf mbH;Düsseldorf;;2026-07-27T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/452771-2026
454565-2026;;Deutschland – Gebäudereinigung – UHR Grundschule Kalbach;Stadt Frankfurt am Main, Amt für Bau und Immobilien;Frankfurt am Main;;2026-08-03T10:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/454565-2026
454670-2026;;Deutschland – Reinigungsdienste – Reinigungsdienstleistungen Stadt Giengen;Eigenbetrieb Gebäudemanagement Stadt Giengen;Giengen;;2026-08-04T09:00:00.000Z;90910000 90911000;68;https://ted.europa.eu/bg/notice/-/detail/454670-2026
455814-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung ab 01.12.2026 Bezirk 3 (3Objekte);Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle;Düsseldorf;;2026-08-03T08:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/455814-2026
457157-2026;;Deutschland – Gebäudereinigung – Objektreinigungen im Stadtteil Vogelstang;Stadt Mannheim - Fachbereich Bau- und Immobilienmanagement;Mannheim;;2026-08-04T08:15:00.000Z;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/457157-2026
459062-2026;;Deutschland – Gebäudereinigung – Unterhalts-, Grund- u. Sonderreinigung in Schulen und Rathäusern Chemnitz;Stadt Chemnitz;Chemnitz;;2026-08-03T07:30:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/459062-2026
460218-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung Kreis Euskirchen;Kreis Euskirchen;Euskirchen;;;90911200 90919200 90919300;68;https://ted.europa.eu/bg/notice/-/detail/460218-2026
461279-2026;;"Deutschland – Abwasser- und Abfallbeseitigungs-, Reinigungs- und Umweltschutzdienste – Unterhalts- und Glasreinigung der AOK Rheinland/Hamburg - Die Gesundheitskasse - AOK-Haus Düsseldorf; Steinstraße";AOK Rheinland/Hamburg;Düsseldorf;;2026-08-04T10:00:00.000Z;90910000 90911200 90911300 90919100 90919200;68;https://ted.europa.eu/bg/notice/-/detail/461279-2026
461824-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung in öffentlichen Gebäuden der Gemeinde Eningen unter Achalm;Gemeinde Eningen unter Achalm;Eningen unter Achalm;;2026-08-04T08:00:00.000Z;90911200 90910000 90911300 90919200 90919300;68;https://ted.europa.eu/bg/notice/-/detail/461824-2026
462151-2026;;Deutschland – Gebäudereinigung – HD, Maaßstr. 32: Finanzamt Heidelberg_Unterhalts-und Grundreinigung;Vermögen und Bau Baden-Württemberg, Amt Mannheim und Heidelberg Dienstsitz Mannheim;Mannheim;;2026-08-03T21:59:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/462151-2026
462441-2026;;Deutschland – Reinigungsdienste – Magistrat der Stadt Hünfeld, Straßen- und Flächenreinigung;Interkommunale Vergabestelle des Landkreises Fulda im Auftrag der Stadt Hünfeld;Fulda;;2026-08-04T08:00:00.000Z;90910000;68;https://ted.europa.eu/bg/notice/-/detail/462441-2026
463900-2026;;Deutschland – Gebäudereinigung – Abschluss einer Rahmenvereinbarung über die Unterhaltsreinigung und Fensterreinigung in Havelberg;Bundeswehr-Dienstleistungszentrum Burg;Burg;;;90911200 90911300 90911000;68;https://ted.europa.eu/bg/notice/-/detail/463900-2026
464059-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Reinigungsleistungen - LWL-Kliniken Bochum, Herten u. Herne;Landschaftsverband Westfalen-Lippe;Münster;;;90911000 90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/464059-2026
465391-2026;;Deutschland – Gebäudereinigung – Durchführung der täglichen Unterhaltsreinigung und einer jährlichen Grundreinigung in zwei Flüchtlingsunterkünften in 61169 Friedberg, im Zeitraum 10/2026 bis 09/2030, inkl. einer Verlängerungsoption;Wetteraukreis, Fachstelle 5.5.2, Gebäudereinigung;Friedberg;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/465391-2026
465718-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung verschiedener Gebäude der Kreisstadt Homburg (Saar);Kreisstadt Homburg/Saar;Homburg/Saar;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/465718-2026
467603-2026;;Deutschland – Gebäudereinigung – Gebäudeinnenreinigung 11 Schulen im Stadtgebiet Wiesbaden;Landeshauptstadt Wiesbaden - Hochbauamt;Wiesbaden;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/467603-2026
467641-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung für 9 Schulen in Bremen, Immobilien Bremen - Eigenbetrieb der Stadtgemeinde Bremen;Immobilien Bremen - Eigenbetrieb der Stadtgemeinde Bremen;Bremen;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/467641-2026
467933-2026;;Deutschland – Reinigungsdienste – WC-Reinigung A96 AM Wangen A7 AM Sulzber;Die Autobahn GmbH des Bundes - NL Südbayern;München;;;90910000;68;https://ted.europa.eu/bg/notice/-/detail/467933-2026
468225-2026;;Deutschland – Gebäudereinigung – Abschluss RV Gebäudereinigung Standort Landsberg am Lech;Bundeswehr-Dienstleistungszentrum Landsberg am Lech;Landsberg am Lech;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/468225-2026
468868-2026;;Deutschland – Reinigungsdienste – Unterhaltsreinigung von Treppenhäusern in 04107/04109 Leipzig (Zentrum);Leipziger Wohnungs-und Baugesellschaft mbH;Leipzig;;;90910000 90911000 90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/468868-2026
472497-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung Region Elbe-Weser;AOK - Die Gesundheitskasse für Niedersachsen;Hannover;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/472497-2026
472913-2026;;Deutschland – Gebäudereinigung – Offenes Verfahren (EU-weit) zur Vergabe von Gebäudereinigungsleistungen (Unterhalts- und Glasreinigungsleistungen) für die Bundespolizei-Inspektion Hannover, Bildungs- und Wissenschaftszentrum Hannover, Informationstechnikzentrum (ITZ Bund) Hannover und die Bundespolizei Direktion Hannover, VOEK 618-25;Bundesanstalt für Immobilienaufgaben;Bonn;;2026-07-27T07:00:00.000Z;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/472913-2026
476430-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Unterhalts-, Grund- und Glasreinigung in verschiedenen Objekten der Gemeinde Salzatal;Gemeinde Salzatal;Salzatal;;;90911000 90911200;68;https://ted.europa.eu/bg/notice/-/detail/476430-2026
482245-2026;;Deutschland – Fensterreinigung – Glas- und Rahmenreinigung Polizeipräsidium Frankfurt;Land Hessen, vertreten durch das Hessische Competence Center -Delivery Center Beschaffungen-;Wiesbaden;;;90911300;68;https://ted.europa.eu/bg/notice/-/detail/482245-2026
482700-2026;;Deutschland – Gebäudereinigung – Amt Stralendorf - Neubau einer Zweifeldsporthalle in 19073 Stralendorf - Los 25 Baureinigung;Amt Stralendorf - Der Amtsvorsteher;Stralendorf;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/482700-2026
484096-2026;;Deutschland – Reinigungsdienste – Gebäudereinigung in den Objekten des Landkreis Wittmund;Landkreis Wittmund;Wittmund;;;90910000 90911200 90919000 90919200 90919300;68;https://ted.europa.eu/bg/notice/-/detail/484096-2026
485009-2026;;Deutschland – Gebäudereinigung – Reinigung des THW in Hoya und Dörverden;Bundesrepublik Deutschland, vertreten durch das Bundesministerium des Innern, vertreten durch das Beschaffungsamt des BMI;Bonn;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/485009-2026
485818-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung Bildungscampus Freiham;Landeshauptstadt München, Direktorium, Vergabestelle 1, SG 1;München;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/485818-2026
486118-2026;;Deutschland – Reinigungsdienste – PWC-Reinigung von 4 WC-Anlagen AM Michendorf;Die Autobahn GmbH des Bundes - NL Nordost;Hohen Neuendorf OT Stolpe;;;90910000 90911200;68;https://ted.europa.eu/bg/notice/-/detail/486118-2026
488030-2026;;Deutschland – Gebäudereinigung – Unterhalts-, Grund- und Glas-/Rahmenreinigung Paula-Fürst-Schule Oberderdingen, Kindergarten Kieselsteine KA und Kreisarchiv TRIWO Park Bruchsal;Landratsamt Karlsruhe, Amt für Gebäudemanagement, Zentrale Vergabestelle;Karlsruhe;;;90911200 90911000;68;https://ted.europa.eu/bg/notice/-/detail/488030-2026
489062-2026;;Deutschland – Reinigungsdienste – SL 21-26O - Reinigungsdienstleistungen an den Standorten Stralsund, Ribnitz-Damgarten und Bergen auf Rügen des Eigenbetrieb Jobcenter;Landkreis Vorpommern-Rügen;Stralsund;;;90910000 90911200;68;https://ted.europa.eu/bg/notice/-/detail/489062-2026
489866-2026;;Deutschland – Gebäudereinigung – Rahmenvereinbarung für die Vergabe von Gebäudeinnenreinigungsleistungen im Polizeiauftrag der Kreispolizeibehörde Unna;Kreispolizeibehörde Unna;Unna;;2026-08-04T10:00:00.000Z;90911200;68;https://ted.europa.eu/bg/notice/-/detail/489866-2026
490744-2026;;Deutschland – Reinigungsdienste – Unterhaltsreinigung ab 01.10.2026 in 4 Losen;Landeshauptstadt Düsseldorf, Der Oberbürgermeister, Amt für Recht, Vergabe und Versicherungen, Zentrale Vergabestelle;Düsseldorf;;2026-08-03T08:30:00.000Z;90910000 90911200;68;https://ted.europa.eu/bg/notice/-/detail/490744-2026
490861-2026;;Deutschland – Gebäudereinigung – UR, SR für das Objekt Regierungspräsidium in Gießen (RP-Gießen);Land Hessen, vertreten durch das Hessische Competence Center -Beschaffungen-;Wiesbaden;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/490861-2026
492207-2026;;Deutschland – Gebäudereinigung – UHR IGS Eschersheim;Stadt Frankfurt am Main, Amt für Bau und Immobilien;Frankfurt am Main;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/492207-2026
494619-2026;;Deutschland – Reinigungs- und Hygienedienste – Gebäudereinigung Rechtsrheinisch;Stadt Konstanz, Personal- und Organisationsamt-Zentrale Vergabestelle;Konstanz;;2026-07-28T09:00:00.000Z;90910000;68;https://ted.europa.eu/bg/notice/-/detail/494619-2026
496806-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung Lerchenauer Str. 322 und weitere Objekte;Landeshauptstadt München, Direktorium, Vergabestelle 1, SG 1;München;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/496806-2026
500788-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Fensterreinigung - Fraunhofer ITMP - PR 1149492-3640-I;Fraunhofer-Gesellschaft - Einkauf B12;München;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/500788-2026
502817-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung Museums- und Verwaltungsgebäude;Historisches Museum der Pfalz - Stiftung des öffentlichen Rechts;Speyer;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/502817-2026
503359-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung Campus Ost 3. Teil;Technische Universität Braunschweig;Braunschweig;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/503359-2026
503868-2026;;Deutschland – Gebäudereinigung – Unterhalts-, Sonder- und teilweise Ergänzungsreinigung in 8 Objekten der Stadt Bielefeld für den Zeitraum vom 01.06.2026 bis zum 31.05.2027 plus drei Verlängerungsoptionen von jeweils 12 Monaten;Stadt Bielefeld - Amt für Zentrale Leistungen;Bielefeld;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/503868-2026
506031-2026;;Deutschland – Gebäudereinigung – Laufende Unterhaltsreinigung, 1x jährliche feste Grundreinigung sowie optionale Sonder- und Grundreinigung auf Abruf;Stadt Selm;Selm;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/506031-2026
506699-2026;;Deutschland – Gebäudereinigung – Ausschreibung der Gebäudereinigung für den Kreis Kleve;Kreisverwaltung Kleve;Kleve;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/506699-2026
506823-2026;;Deutschland – Gebäudereinigung – Familien- und Gesundheitszentrum - Unterhaltsreinigung;Landkreis Schaumburg - Vergabestelle;Stadthagen;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/506823-2026
507235-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Gebäudereinigung (Unterhalts- und Glasflächenreinigung) in der Nordgau-Kaserne Cham und Standortsportanlage Cham ab 01.01.2027;Bundeswehr-Dienstleistungszentrum Bogen;Bogen;;2026-07-29T11:00:00.000Z;90911000 90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/507235-2026
507356-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung kommunale Objekte in Neuenhagen bei Berlin;Gemeindeverwaltung Neuenhagen bei Berlin;Neuenhagen bei Berlin;;2026-08-03T09:00:00.000Z;90911200 90919000;68;https://ted.europa.eu/bg/notice/-/detail/507356-2026
507923-2026;;Deutschland – Reinigungsdienste – Unterhaltsreinigung der LWB-Außenstellen im Stadtgebiet Leipzig;Leipziger Wohnungs-und Baugesellschaft mbH;Leipzig;;;90910000 90911000 90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/507923-2026
508171-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung Hanselmannstraße 45;Landeshauptstadt München, Direktorium, Vergabestelle 1, SG 1;München;;;90911200 90911300;68;https://ted.europa.eu/bg/notice/-/detail/508171-2026
508432-2026;;Deutschland – Fensterreinigung – Glas- und Jalousiereinigung RTG, RPP, Amtshaus;Deutscher Bundestag;Berlin;;;90911300;68;https://ted.europa.eu/bg/notice/-/detail/508432-2026
511077-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung kommunale Objekte in Neuenhagen bei Berlin;Gemeindeverwaltung Neuenhagen bei Berlin;Neuenhagen bei Berlin;;2026-08-03T09:00:00.000Z;90911200 90919000;68;https://ted.europa.eu/bg/notice/-/detail/511077-2026
511332-2026;;Deutschland – Bauarbeiten – Münster, Umbau und Sanierung des ehem. Offizierskasinos, Gebäude 30 im York-Quartier;NRW.URBAN Kommunale Entwicklung GmbH;Düsseldorf;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/511332-2026
511821-2026;;Deutschland – Fensterreinigung – Glas- und Fassadenreinigung an den NDR Standorten Lokstedt ( Los 1) und Rothenbaum (Los 2);Norddeutscher Rundfunk;Hamburg;;;90911300;68;https://ted.europa.eu/bg/notice/-/detail/511821-2026
512328-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigungsarbeiten des BBZ (Berufliches Bildungszentrum) in Ettlingen;Landratsamt Karlsruhe, Amt für Gebäudemanagement, Zentrale Vergabestelle;Karlsruhe;;;90911200;68;https://ted.europa.eu/bg/notice/-/detail/512328-2026
