id;veroeffentlicht;titel;auftraggeber;ort;wert_eur;frist;cpv;score;url
512763-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung kommunale Objekte in Neuenhagen bei Berlin;Gemeindeverwaltung Neuenhagen bei Berlin;Neuenhagen bei Berlin;;2026-08-03T09:00:00.000Z;90911200 90919000;68;https://ted.europa.eu/bg/notice/-/detail/512763-2026
432973-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigung Schulcampus Tolkewitz;Landeshauptstadt Dresden, GB Bildung, Jugend und Sport, Amt für Schulen;Dresden;;2026-08-06T13:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/432973-2026
434028-2026;;Deutschland – Gebäudereinigung – Ausschreibung der Gebäudereinigung für den Kreis Kleve;Kreisverwaltung Kleve;Kleve;;2026-07-06T06:00:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/434028-2026
435128-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigung Gymnasium Dreikönigschule Dresden;Landeshauptstadt Dresden, GB Bildung, Jugend und Sport, Amt für Schulen;Dresden;;2026-08-05T13:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/435128-2026
435355-2026;;Deutschland – Abwasser- und Abfallbeseitigungs-, Reinigungs- und Umweltschutzdienste – Unterhalts- und Grundreinigung Hauptkläranlage, Bürgerhaus Kinderhaus, Wilhelm-Hittorf-Gymnasium, Grundschule Albachten in 4 Losen;Stadt Münster - Zentrale Rechtsdienstleistungen und Vergabemanagement;Münster;;2026-07-23T05:30:00.000Z;90910000 90911000 90911200 90919000 90919300;63;https://ted.europa.eu/bg/notice/-/detail/435355-2026
435770-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung eines Verwaltungsgebäudes der VBG Hauptverwaltung Hamburg-Barmbek;Verwaltungs-Berufsgenossenschaft (VBG) - Hauptverwaltung Hamburg;Hamburg;;2026-07-20T08:00:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/435770-2026
436332-2026;;Deutschland – Reinigung von Schulen – Durchführung der Unterhalts-, Grund- und Glasreinigung am Berufskolleg Neheim;Hochsauerlandkreis;Arnsberg;;2026-06-24T07:00:00.000Z;90911200 90911300 90919300;63;https://ted.europa.eu/bg/notice/-/detail/436332-2026
436456-2026;;"Deutschland – Überholungs- und Sanierungsarbeiten – Sanierung des Theaterhauses ""Uckermärkische Bühnen Schwedt"" in 16303 Schwedt/Oder, Berliner Straße 46-48, Los 35 - Reinigungsarbeiten";Stadt Schwedt/Oder;Schwedt/Oder;;2026-07-24T08:00:00.000Z;90910000 90911000;63;https://ted.europa.eu/bg/notice/-/detail/436456-2026
436683-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigungsleistungen 12. Grundschule;Landeshauptstadt Dresden, GB Bildung, Jugend und Sport, Amt für Schulen;Dresden;;2026-08-06T13:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/436683-2026
436814-2026;;Deutschland – Reinigungsdienste – Unterhaltsreinigung Gaisburg;Stuttgarter Straßenbahnen AG;Stuttgart;;2026-07-06T09:00:00.000Z;90910000;63;https://ted.europa.eu/bg/notice/-/detail/436814-2026
436976-2026;;Deutschland – Gebäudereinigung – Vergabe Unterhaltsreinigung;Staatstheater am Gärtnerplatz;München;;2026-07-01T10:00:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/436976-2026
437826-2026;;Deutschland – Reinigung von Schulen – Unterhalts- & Grundreinigung (Los I) und Glasreinigung (Los II) am LBZ Carpe Diem Halle (Saale);Landesschulamt Sachsen-Anhalt;Halle;;2026-07-03T12:00:00.000Z;90910000 90919300;63;https://ted.europa.eu/bg/notice/-/detail/437826-2026
438112-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Interim Gebäudereinigung in schulischen Einrichtungen der Stadt Leipzig;Stadt Leipzig;Leipzig;;2026-07-10T06:15:00.000Z;90911000;63;https://ted.europa.eu/bg/notice/-/detail/438112-2026
439879-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CV III);Universität Stuttgart;Stuttgart;;2026-07-06T08:00:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/439879-2026
440584-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CS I);Universität Stuttgart;Stuttgart;;2026-07-06T08:00:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/440584-2026
440852-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CV II);Universität Stuttgart;Stuttgart;;2026-07-06T07:44:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/440852-2026
441442-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CV I);Universität Stuttgart;Stuttgart;;2026-07-06T08:00:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/441442-2026
441903-2026;;Deutschland – Gebäudereinigung – Vergabe Unterhalts- und Glasreinigung der Universität Augsburg;Universität Augsburg;Augsburg;;2026-07-16T08:00:00.000Z;90911200 90919200 90911300;63;https://ted.europa.eu/bg/notice/-/detail/441903-2026
442932-2026;;Deutschland – Reinigung von Schulen – Unterhalts- & Grundreinigung (Los I) und Glasreinigung (Los II) am LBZ Carpe Diem Halle (Saale);Landesschulamt Sachsen-Anhalt;Halle;;2026-07-08T12:00:00.000Z;90910000 90919300;63;https://ted.europa.eu/bg/notice/-/detail/442932-2026
443147-2026;;Deutschland – Reinigungsdienste – Reinigungsleistungen;Eigenbetrieb DEKITA;Dessau-Roßlau;;2026-07-15T08:00:00.000Z;90910000;63;https://ted.europa.eu/bg/notice/-/detail/443147-2026
445545-2026;;Deutschland – Gebäudereinigung – Ausschreibung der Gebäudereinigung für den Kreis Kleve;Kreisverwaltung Kleve;Kleve;;2026-07-06T06:00:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/445545-2026
450402-2026;;Deutschland – Gebäudereinigung – Rahmenvertrag Reinigungsleistungen;Kulturstiftung Dessau-Wörlitz;Dessau-Roßlau;;2026-07-06T08:00:00.000Z;90911200 90911300;63;https://ted.europa.eu/bg/notice/-/detail/450402-2026
452864-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CV I);Universität Stuttgart;Stuttgart;;2026-07-06T08:00:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/452864-2026
453933-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CV III);Universität Stuttgart;Stuttgart;;2026-07-06T08:00:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/453933-2026
454832-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CS I);Universität Stuttgart;Stuttgart;;2026-07-06T08:00:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/454832-2026
456502-2026;;Deutschland – Fensterreinigung – Reinigungsdienstleistung (Glasreinigung CV II);Universität Stuttgart;Stuttgart;;2026-07-06T07:44:00.000Z;90911300;63;https://ted.europa.eu/bg/notice/-/detail/456502-2026
462257-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigung 15. Grundschule;Landeshauptstadt Dresden, GB Bildung, Jugend und Sport, Amt für Schulen;Dresden;;2026-08-10T13:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/462257-2026
462418-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigung der Gebäuden der Stadt Lahr;Stadt Lahr;Lahr;;2026-07-16T08:30:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/462418-2026
462438-2026;;Deutschland – Reinigung von Schulen – Unterhalts- & Grundreinigung (Los I) und Glasreinigung (Los II) am LBZ Carpe Diem Halle (Saale);Landesschulamt Sachsen-Anhalt;Halle;;2026-07-13T12:00:00.000Z;90910000 90919300;63;https://ted.europa.eu/bg/notice/-/detail/462438-2026
463062-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung eines Verwaltungsgebäudes der VBG Hauptverwaltung Hamburg-Barmbek;Verwaltungs-Berufsgenossenschaft (VBG) - Hauptverwaltung Hamburg;Hamburg;;2026-07-20T08:00:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/463062-2026
465781-2026;;Deutschland – Gebäudereinigung – Ausschreibung der Gebäudeunterhalts- und Glasreinigung;Karlsruher Institut für Technologie (KIT);Karlsruhe;;2026-07-17T07:59:00.000Z;90911200 90911300;63;https://ted.europa.eu/bg/notice/-/detail/465781-2026
474784-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigung der Gebäuden der Stadt Lahr;Stadt Lahr;Lahr;;2026-07-16T08:30:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/474784-2026
475724-2026;;Deutschland – Gebäudereinigung – Friedhöfe und Teilfriedhöfe Stadt IN;Stadt Ingolstadt;Ingolstadt;;2026-07-14T08:45:00.000Z;90911200 90911300;63;https://ted.europa.eu/bg/notice/-/detail/475724-2026
475768-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigungsleistungen 39. Grundschule;Landeshauptstadt Dresden, GB Bildung, Jugend und Sport, Amt für Schulen;Dresden;;2026-08-17T13:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/475768-2026
481800-2026;;Deutschland – Ofen- und Kaminreinigung – Rahmenvertrag über Reinigungs- und Strahlarbeiten am MHKW Würzburg;Zweckverband Abfallwirtschaft Raum Würzburg;Würzburg;;2026-08-12T08:00:00.000Z;90915000;63;https://ted.europa.eu/bg/notice/-/detail/481800-2026
483070-2026;;Deutschland – Reinigung und Sanierung des städtischen und ländlichen Raumes, und zugehörige Dienstleistungen – EU-weite Ausschreibung von Straßen- und Flächenreinigungsarbeiten in der Stadt Ochtrup;Stadt Ochtrup;Ochtrup;;2026-08-18T09:00:00.000Z;90914000;63;https://ted.europa.eu/bg/notice/-/detail/483070-2026
483870-2026;;Deutschland – Gebäudereinigung – Objektgruppe 2: Unterhaltsreinigung und Einpflege;Stadt Bocholt;Bocholt;;2026-07-23T07:00:00.000Z;90911200 90919000 90919200 90919300;63;https://ted.europa.eu/bg/notice/-/detail/483870-2026
487828-2026;;Deutschland – Gebäudereinigung – Vergabe Unterhalts- und Glasreinigung der Universität Augsburg;Universität Augsburg;Augsburg;;2026-07-21T08:00:00.000Z;90911200 90919200 90911300;63;https://ted.europa.eu/bg/notice/-/detail/487828-2026
488844-2026;;"Deutschland – Reinigung von Schulen – Berufsbildungszentrum Ahrensburg; Gebäudereinigung";Kreis Stormarn;Bad Oldesloe;;2026-08-14T07:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/488844-2026
496697-2026;;Deutschland – Gebäudereinigung – Vergabe Unterhaltsreinigung Markt Feucht;Markt Feucht;Feucht;;2026-07-23T10:00:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/496697-2026
496929-2026;;Deutschland – Baustelleneinrichtung – Baustelleneinrichtung, Wertstoffhof;Landeshauptstadt München, Baureferat;München;;2026-07-22T09:50:00.000Z;90911200;63;https://ted.europa.eu/bg/notice/-/detail/496929-2026
496932-2026;;Deutschland – Reinigung von Schulen – Unterhaltsreinigung der Gesamtschule Höhscheid, Kanalstraße 20 und Zweigstraße 15-17, 42657 Solingen;Stadt Solingen;Solingen;;2026-08-17T08:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/496932-2026
498607-2026;;Deutschland – Reinigungs- und Hygienedienste – Busse und Parkhäuser;Stadtwerke Konstanz GmbH;Konstanz;;2026-08-19T08:00:00.000Z;90917000;63;https://ted.europa.eu/bg/notice/-/detail/498607-2026
501371-2026;;Deutschland – Reinigung von Schulen – Unterhalts- und Glasreinigung von Schulstandorten;Katholische Jugendfürsorge der Diözese Augsburg e.V.;Augsburg;;2026-08-25T07:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/501371-2026
510528-2026;;Deutschland – Reinigungs- und Hygienedienste – Reinigungsleistungen Gemeinschaftsschule Campus Cordis;Landeshauptstadt Dresden, GB Bildung, Jugend und Sport, Amt für Schulen;Dresden;;2026-08-26T13:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/510528-2026
512302-2026;;Deutschland – Reinigung von Schulen – Unterhaltsreinigung der Gesamtschule Höhscheid, Kanalstraße 20 und Zweigstraße 15-17, 42657 Solingen;Stadt Solingen;Solingen;;2026-08-17T08:00:00.000Z;90919300;63;https://ted.europa.eu/bg/notice/-/detail/512302-2026
432894-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Unterhaltsreinigung in diversen Objekten der Gemeinde Stuhr;Gemeinde Stuhr;Stuhr;0;;90911000;60;https://ted.europa.eu/bg/notice/-/detail/432894-2026
433766-2026;;Deutschland – Gebäudereinigung – Ausschreibung Gebäudereinigung - Gemeinde Bibertal;Gemeinde Bibertal;Bibertal;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/433766-2026
433977-2026;;Deutschland – Gebäudereinigung – Abschluss eines Rahmenvertrages für die Gebäudereinigung Fallschirmjäger-Kaserne Seedorf,6002981076-BwDLZ Rotenburg Wümme;Bundeswehr-Dienstleistungszentrum Rotenburg;Rotenburg/Wümme;-1;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/433977-2026
434620-2026;;Deutschland – Reinigungsdienste – Vergabe von Reinigungsdienstleistungen Gymnasium Sarstedt;Landkreis Hildesheim;Hildesheim;1;;90910000;60;https://ted.europa.eu/bg/notice/-/detail/434620-2026
435744-2026;;Deutschland – Abwasser- und Abfallbeseitigungs-, Reinigungs- und Umweltschutzdienste – Interimsvergabe Unterhalts- und Grundreinigung - Wilhelm-Emanuel-von-Kettler Berufskolleg;Stadt Münster - Zentrale Rechtsdienstleistungen und Vergabemanagement;Münster;0;;90910000 90911000 90911200 90919000 90919300;60;https://ted.europa.eu/bg/notice/-/detail/435744-2026
436653-2026;;Deutschland – Gebäudereinigung – Abschluss eines Rahmenvertrages für die Gebäudereinigung Von-Düring-Kaserne,6002981107-BwDLZ Rotenburg Wümme;Bundeswehr-Dienstleistungszentrum Rotenburg;Rotenburg/Wümme;-1;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/436653-2026
437475-2026;;Deutschland – Gebäudereinigung – Abschluss eines Rahmenvertrages für die Gebäudereinigung Elbe-Weser-Kaserne u. Karriereberatungsbüro Stade,6002981024-BwDLZ Rotenburg Wümme;Bundeswehr-Dienstleistungszentrum Rotenburg;Rotenburg/Wümme;-1;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/437475-2026
437517-2026;;Deutschland – Abwasser- und Abfallbeseitigungs-, Reinigungs- und Umweltschutzdienste – Interimsvergabe der Unterhalts- u. Grundreinigung in der Hauptschule und Johannes-Gutenberg-Realschule im Schulzentrum Hiltrup;Stadt Münster - Zentrale Rechtsdienstleistungen und Vergabemanagement;Münster;0;;90910000 90911000 90911200 90919000 90919300;60;https://ted.europa.eu/bg/notice/-/detail/437517-2026
438641-2026;;Deutschland – Gebäudereinigung – Abschluss eines Rahmenvertrages für die Gebäudereinigung Lucius D. Clay-Kaserne Garlstedt 6002981093-BwDLZ Rotenburg Wümme;Bundeswehr-Dienstleistungszentrum Rotenburg;Rotenburg/Wümme;-1;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/438641-2026
441306-2026;;Deutschland – Fensterreinigung – Los 8 - Glasreinigung für die Bezirksverwaltung München der BG Verkehr;Berufsgenossenschaft Verkehrswirtschaft Post-Logistik Telekommunikation;Hamburg;17725;;90911300;60;https://ted.europa.eu/bg/notice/-/detail/441306-2026
441940-2026;;Deutschland – Fensterreinigung – Glasreinigung in den Schul- und Sportobjekten des Bezirksamtes Lichtenberg von Berlin in 6 Losen;Land Berlin vertreten durch Bezirksamt Lichtenberg von Berlin;Berlin;0.01;;90911300;60;https://ted.europa.eu/bg/notice/-/detail/441940-2026
443877-2026;;Deutschland – Gebäudereinigung – Endreinigung;Staatliches Bau- und Liegenschaftsamt Neubrandenburg;Neubrandenburg;92355.93;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/443877-2026
444675-2026;;Deutschland – Gebäudereinigung – Unterhalts- sowie Glas- und Rahmenreinigung für die BASt Waldmünchen;Freistaat Bayern vertreten durch das Bayerische Landesamt für Steuern - Zentrale Vergabestelle -;München;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/444675-2026
446188-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Reinigung;Max-Planck-Institut für Plasmaphysik TI Greifswald;Greifswald;28065.29;;90911000 90911100 90911200 90911300 90919200;60;https://ted.europa.eu/bg/notice/-/detail/446188-2026
446621-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Glasreinigung der Essener Dienstgebäude;Regionalverband Ruhr;Essen;1;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/446621-2026
447189-2026;;Deutschland – Gebäudereinigung – Gebäude- und Glasreinigung;AOK Bayern - Die Gesundheitskasse;München;0.01;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/447189-2026
447233-2026;;Deutschland – Bauarbeiten – Baureinigung;Technische Universität Darmstadt;Darmstadt;38777.2;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/447233-2026
448077-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Glasreinigung für die Justizgebäude in Neu Ulm;Freistaat Bayern, vertreten durch den Direktor des Amtsgerichts Neu Ulm;Neu Ulm;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/448077-2026
448463-2026;;Deutschland – Gebäudereinigung – Offenes Verfahren (EU-weit) zur Vergabe von Gebäudereinigungsleistungen (Unterhalts- und Glasreinigungsleistungen) für mehrere Liegenschaften in Neubrandenburg, VOEK 356-25;Bundesanstalt für Immobilienaufgaben;Bonn;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/448463-2026
449042-2026;;Deutschland – Gebäudereinigung – Unterhalts- sowie Glas- und Rahmenreinigung für die HföD in Bayern, FB Rechtspflege in Starnberg;Freistaat Bayern vertreten durch das Bayerische Landesamt für Steuern - Zentrale Vergabestelle -;München;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/449042-2026
451081-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung der Universität Hamburg – Haus der Erde (HdE);Universität Hamburg;Hamburg;770;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/451081-2026
454420-2026;;Deutschland – Gebäudereinigung – Verwaltungsgebäude III (Rathaus III), Untere Marktstraße 14, Neumarkt i.d.OPf. -Reinigungsleistungen;Stadt Neumarkt i.d.OPf.;Neumarkt i.d.OPf.;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/454420-2026
456516-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung für das FA Berchtesgaden mit der ASt Laufen;Freistaat Bayern vertreten durch das Bayerische Landesamt für Steuern - Zentrale Vergabestelle -;München;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/456516-2026
458801-2026;;Deutschland – Gebäudereinigung – Ausschreibung Gebäudereinigung - civillent GmbH (Standorte: Heilbronn & Heidelberg);civillent GmbH;Reutlingen;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/458801-2026
465580-2026;;Deutschland – Reinigung von Schulen – Gymnasium Schneeberg, Los 2, Unterhalts-u. Grundreinigung Gymnasium + Sporthalle;Landratsamt Erzgebirgskreis Abteilung 2, Referat 23000 Liegenschaften und Zentrale Dienste SG Zentraler Service - ZENTRALE VERGABESTELLE;Annaberg-Buchholz;412627;;90919300;60;https://ted.europa.eu/bg/notice/-/detail/465580-2026
467991-2026;;Deutschland – Gebäudereinigung – Baureinigung I Bildungshaus Winkelwiese;Universitätsstadt Tübingen - Zentrale Vergabestelle;Tübingen;16514.4;;90911200 90910000;60;https://ted.europa.eu/bg/notice/-/detail/467991-2026
468708-2026;;Deutschland – Gebäudereinigung – Seniorenzentrum Grullbad gGmbH - Unterhaltsreinigung in der vollstationären Pflege und in der Unterkunft für Geflüchtete;Seniorenzentrum Grullbad gGmbH;Recklinghausen;1;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/468708-2026
470244-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung inkl. Nebenleistungen, Ferien- sowie Grundreinigung in diversen Lichtenberger Schul- und Sportgebäuden in 4 Losen im Gebiet Lichtenberg;Land Berlin vertreten durch Bezirksamt Lichtenberg von Berlin;Berlin;0.01;;90911200 90919300;60;https://ted.europa.eu/bg/notice/-/detail/470244-2026
471701-2026;;Deutschland – Reinigungsdienste – Betreuung/Reinigung öffentlicher WC-Anlagen;Stadt Nürnberg - Zentrale Dienste;Nürnberg;0;;90910000;60;https://ted.europa.eu/bg/notice/-/detail/471701-2026
474153-2026;;Deutschland – Reinigungsdienste – Wiesbaden Congress & Marketing GmbH, Vergabe Reinigungsleistung;Wiesbaden Congress & Marketing GmbH;Wiesbaden;15925.8;;90910000 90911200;60;https://ted.europa.eu/bg/notice/-/detail/474153-2026
474271-2026;;Deutschland – Reinigung von Schulen – Reinigung GS Langewiesen;Landratsamt Ilm-Kreis;Arnstadt;59245.2;;90911200 90911300 90919300;60;https://ted.europa.eu/bg/notice/-/detail/474271-2026
476048-2026;;Deutschland – Reinigung von Schulen – Reinigung GS Geschwister Scholl;Landratsamt Ilm-Kreis;Arnstadt;60910.31;;90911300 90911000 90911200 90919300;60;https://ted.europa.eu/bg/notice/-/detail/476048-2026
479241-2026;;Deutschland – Gebäudereinigung – Unterhaltsreinigung inkl. Nebenleistungen, Ferien- sowie Grundreinigung in diversen Lichtenberger Schul- und Sportgebäuden in 4 Losen im Gebiet Lichtenberg;Land Berlin vertreten durch Bezirksamt Lichtenberg von Berlin;Berlin;0.01;;90911200 90919300;60;https://ted.europa.eu/bg/notice/-/detail/479241-2026
485813-2026;;Deutschland – Dienstleistungen im Zusammenhang mit Siedlungs- und anderen Abfällen – Rahmenvertrag zur Containergestellung, Transport und Entsorgung von Abfällen Asbest, KMF;Landkreis Freising;Freising;785500;;90918000;60;https://ted.europa.eu/bg/notice/-/detail/485813-2026
486204-2026;;Deutschland – Gebäudereinigung – Bauendreinigung für die Erweiterung der Grundschule Niedervellmar mit Neubau Sporthalle;Landkreis Kassel - Der Kreisausschuss -;Kassel;0.01;;90911200 90910000 90911300;60;https://ted.europa.eu/bg/notice/-/detail/486204-2026
488398-2026;;Deutschland – Reinigungsdienste – Reinigungsdienstleistungen in ANKER-Dependancen im Regierungsbezirk Schwaben;Regierung von Schwaben;Augsburg;0;;90910000;60;https://ted.europa.eu/bg/notice/-/detail/488398-2026
490452-2026;;Deutschland – Reinigungsdienste – Unterhalts-, Grund- und Glasreinigungsarbeiten in verschiedenen öffentlichen Gebäuden verteilt auf zwei Gemeinden mit verschiedenen Ortsteilen;Gemeinde Kochel am See;Kochel am See;0.01;;90910000 90911200 90911300 90919300;60;https://ted.europa.eu/bg/notice/-/detail/490452-2026
491393-2026;;Deutschland – Gebäudereinigung – Ausschreibung Gebäudereinigung - Stadt Lorch;Stadt Lorch;Lorch;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/491393-2026
495990-2026;;Deutschland – Reinigungsdienste – Unterhaltsreinigung;Landkreis Marburg-Biedenkopf;Marburg;6753.9;;90910000 90911000;60;https://ted.europa.eu/bg/notice/-/detail/495990-2026
499699-2026;;Deutschland – Gebäudereinigung – Ausschreibung Gebäudereinigung - Markt Zusmarshausen;Markt Zusmarshausen;Zusmarshausen;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/499699-2026
502514-2026;;Deutschland – Wohnungs-, Gebäude- und Fensterreinigung – Unterhalts-, Grund- und Glasreinigung in verschiedenen Objekten der Gemeinde Käbschütztal;Gemeinde Käbschütztal;Käbschütztal;0.01;;90911000 90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/502514-2026
503449-2026;;Deutschland – Gebäudereinigung – Laufende Innen-Grund- und Glasreinigung sowie Kehrreinigung im Schulgebäude, Kindertagesstätte und Kinder- und Jugendhaus, Am Röthenbacher Landgraben 61, 63 und 65, 90451 Nürnberg;Stadt Nürnberg - Zentrale Dienste;Nürnberg;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/503449-2026
504655-2026;;"Deutschland – Reinigungsdienste – Los 1 - Unterhaltsreinigung, Los 2 - Grundreinigung; Neubau Feuerwehrtechnisches Zentrum + BRK-Behörde";Landratsamt Erzgebirgskreis Abteilung 2, Referat 23000 Liegenschaften und Zentrale Dienste SG Zentraler Service - ZENTRALE VERGABESTELLE;Annaberg-Buchholz;22924.93;;90910000;60;https://ted.europa.eu/bg/notice/-/detail/504655-2026
505084-2026;;Deutschland – Gebäudereinigung – Gebäudereinigung auf der BSR-Liegenschaft Mühlenstraße.;Berliner Stadtreinigungsbetriebe AöR;Berlin;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/505084-2026
506337-2026;;Deutschland – Behandlung und Beseitigung ungefährlicher Siedlungs- und anderer Abfälle – Abfallentsorgung Grünanlagen 2026 - 2027 mit 1 jähriger Verlängerungsoption;Stadt Ratingen, Der Bürgermeister, Rechtsamt, Zentrale Vergabestelle;Ratingen;888040;;90918000;60;https://ted.europa.eu/bg/notice/-/detail/506337-2026
506572-2026;;Deutschland – Gebäudereinigung – Offenes Verfahren (EU-weit) zur Vergabe von Gebäudereinigungsleistungen (Unterhalts- und Glasreinigungsleistungen) für eine Dienstliegenschaft in 14532 Stahnsdorf, Bundesanstalt für Immobilienaufgaben, Direktion Potsdam, VOEK 379-25;Bundesanstalt für Immobilienaufgaben;Bonn;0;;90911200 90911300;60;https://ted.europa.eu/bg/notice/-/detail/506572-2026
506795-2026;;Deutschland – Gebäudereinigung – Unterhalts- und Grundreinigungsarbeiten, Reinhold-Schneider-Schule;Stadt Freiburg i. Br. - Vergabemanagement;Freiburg im Breisgau;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/506795-2026
508048-2026;;Deutschland – Gebäudereinigung – Ausschreibung Gebäudereinigung - Gemeinde Karlskron;Gemeinde Karlskron;Karlskron;0;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/508048-2026
509739-2026;;Deutschland – Reinigungsdienste – Glas- und Unterhaltsreinigung Standort Buchenhofen;Wupperverband;Wuppertal;98269.07;;90910000;60;https://ted.europa.eu/bg/notice/-/detail/509739-2026
511460-2026;;Deutschland – Sonstige Baufertigstellungsarbeiten – Umgestaltung OSZ Elsterwerda zum Bildungszentrum Elbe-Elster, 2. BA, Los 13 - Baureinigungsarbeiten;Landkreis Elbe-Elster;Herzberg/Elster;14193.43;;90911200;60;https://ted.europa.eu/bg/notice/-/detail/511460-2026
513360-2026;;Deutschland – Reinigung von Schulen – Unterhalts- und Grundreinigung am LBZ Tangerhütte;Landesschulamt Sachsen-Anhalt;Halle;569979.39;;90919300;60;https://ted.europa.eu/bg/notice/-/detail/513360-2026
449294-2026;;Deutschland – Hausmeisterdienste – 5080_5081_26_IGM_01_Diskontopassage_Saarbrücken;Bayerische Versorgungskammer;München;1;2026-07-23T10:00:00.000Z;90911000;55;https://ted.europa.eu/bg/notice/-/detail/449294-2026
482729-2026;;Deutschland – Reinigung von Schulen – Main-Kinzig-Kreis - Losweise Vergabe von Reinigungsdienstleistungen in Schulen im Main-Kinzig-Kreis;Main-Kinzig-Kreis, vertreten durch den Kreisausschuss;Gelnhausen;1;2026-07-15T07:00:00.000Z;90910000 90911200 90919300;55;https://ted.europa.eu/bg/notice/-/detail/482729-2026
